image,power_mse_classic,power_mse_deep,cosine_power_classic,cosine_power_deep,cum_mse_classic,cum_mse_deep,low_mse_classic,mid_mse_classic,high_mse_classic,low_mse_deep,mid_mse_deep,high_mse_deep,dk50_classic,dk80_classic,dk50_deep,dk80_deep
img034,6.160399040120677e-11,1.028053153052855e-09,0.9999999993301125,0.9999998483737871,0.0005365301028744811,0.0002026525095428522,6.104977087275652e-10,1.901238537741522e-13,1.6666897732500293e-15,1.0197573801082034e-08,1.4169661188496223e-14,1.3755933888927662e-15,0.0,-0.7350646151932086,0.0,-0.3655840304039635
img035,5.721528956868508e-12,4.181296581983256e-12,0.9999999999631873,0.999999999872257,0.00014256747713992286,2.848524067027786e-05,5.683754694394114e-11,3.3297662415252877e-14,2.585049212033757e-16,4.16074718901067e-11,7.439938987896844e-16,1.601491212901935e-16,0.0,0.0,0.0,0.0
img036,1.7262308462762486e-11,1.7848599590982057e-13,0.9999999999579758,0.9999999999730689,0.00018204218052610008,2.215999021380611e-05,1.726412547506003e-10,8.636236349870266e-14,1.9451941589561724e-16,1.785198127672812e-12,6.168990876716195e-16,1.1499009039249664e-16,0.0,0.0,0.0,0.0
img037,1.4724641110713865e-11,6.187918446613537e-12,0.9999999999248744,0.9999999994127746,0.00010201587179659037,1.4711721363949567e-05,1.4524894664957593e-10,5.303296632395609e-14,4.594070240519802e-17,6.109995530807146e-11,1.8840540667333084e-15,2.971472270920617e-17,0.0,0.0,0.0,0.0
img038,1.549694151219195e-11,3.229346674784712e-11,0.9999999995857469,0.9999999948387197,0.0002141306722111694,5.8638114686386415e-05,1.5511632520716823e-10,3.084460553404413e-14,4.493011319771732e-16,3.234332050977017e-10,1.4759145996687125e-15,2.7000890897899693e-16,0.0,-0.12660013027659686,0.0,-0.11339825397834859
img039,8.882461615241512e-12,1.0189738897845897e-12,0.999999999938285,0.9999999998115713,0.00027218391123338715,0.000109758980926545,8.886550006427939e-11,3.139424561170265e-14,6.203022526634889e-16,1.0199163879437201e-11,1.1768404844323112e-15,4.943272364108035e-16,0.0,0.0,0.0,0.0
img040,5.280307037028431e-10,1.634865526974697e-11,0.9999999973632929,0.9999999982491825,0.0007604784422687768,3.9305229866836405e-05,5.259020555419654e-09,1.1333098031667477e-12,1.075203758807171e-15,1.6291503545327352e-10,4.6674599981725236e-15,5.702388076360728e-16,0.0,-5.455982374884744,0.0,-0.7958480123193041
img041,9.300319959898116e-11,4.316132348423448e-12,0.9999999997623905,0.9999999995221076,0.0007073924287772731,4.756279159424342e-05,9.214579163666257e-10,3.596924902505562e-13,1.069334928833625e-15,4.280327960035862e-11,2.6763191539372007e-15,3.413353578772397e-16,0.0,-11.258097975277405,0.0,-1.9018249693397564
img042,8.177615249303552e-12,3.812495752443899e-12,0.9999999999574256,0.9999999992997002,4.0874365824315544e-05,3.495567255624875e-06,8.102466848690108e-11,3.0958078537555506e-14,2.077630698191768e-17,3.781662265344253e-11,2.7091191237989134e-16,1.2052845189487905e-17,0.0,0.0,0.0,0.0
img043,5.156489745717058e-10,1.8164976516009835e-12,0.9999999974563448,0.9999999999842825,0.0003225641914128352,1.1203552705490502e-05,5.096344493485617e-09,6.513941737738489e-13,7.021307369710935e-16,1.7954436135918992e-11,1.438709179928999e-15,2.036276378679051e-16,-3.7177812630101363,-3.33924940724574,-0.16548955771508744,-0.410469144306294
img044,3.218279152394159e-11,3.5297889094609132e-12,0.9999999995918789,0.9999999995138451,0.00013303721548419296,2.4135166765941853e-06,3.186672450601105e-10,1.9047127105986344e-13,2.390277759680283e-18,3.4998398180406186e-11,4.9945404015012875e-15,1.3497078067088862e-18,0.0,-0.4246433672443156,0.0,-0.043478006585964124
img045,2.8087809891501158e-11,1.228390325367651e-13,0.9999999999106679,0.9999999999622727,0.0006694177246464072,8.002209971409978e-05,2.808944467004591e-10,1.3909169131103578e-13,8.748122235818066e-16,1.2217467778817752e-12,1.8366663236974946e-15,5.087809705038751e-16,0.0,0.0,0.0,0.0
img046,6.907871219476513e-12,1.5995714729977633e-12,0.9999999999119332,0.9999999996807313,0.00017137674868041266,0.00010142157950930631,6.877910998547526e-11,2.4965213594583044e-14,3.8116204020117486e-16,1.5923313282370663e-11,6.278935413777709e-15,3.4633429651321573e-16,0.0,0.0,0.0,0.0
img047,2.357872839718341e-11,4.440284350185623e-11,0.999999999942089,0.9999999968149226,0.0008032774033525425,0.00026167400672528503,2.3453801161771627e-10,1.4938134698750965e-13,2.958533722168884e-15,4.425213313663633e-10,4.333309634935607e-15,2.3587019171525327e-15,0.0,-0.5276862089741488,0.0,-0.48804763174621274
img048,1.024580829478871e-10,3.031643194168121e-10,0.9999999997916031,0.9999999521634827,0.00227560279147751,0.0007541529788732606,1.0149912846205709e-09,9.930008671951416e-13,5.439611609703722e-15,3.0119283868959762e-09,4.3234781443519594e-14,4.621952741020367e-15,0.0,-3.980278375522512,0.0,-3.3032821837448805
img049,9.241050680997261e-11,3.712580042610015e-11,0.9999999997611995,0.9999999939547862,0.0006464746408709363,0.00012955637456923508,9.155762221793035e-10,3.6025612947023464e-13,1.2195242142332558e-15,3.6823132410011154e-10,9.334797680922532e-15,8.357739225626573e-16,0.0,-6.749948117658836,0.0,-1.9695717032099953
img050,3.755714960703101e-12,9.938262946005596e-12,0.9999999999880393,0.9999999993932552,6.46710053309053e-05,2.1429260719253073e-05,3.7204777003875796e-11,1.6458135028405074e-14,1.0931846010230115e-16,9.857742467196501e-11,1.0822357737216318e-15,8.76364034857962e-17,0.0,0.0,0.0,0.0
img051,1.2293326647015718e-11,9.25886813450011e-12,0.9999999998751251,0.9999999985501937,0.00010534966726740355,2.143697313233495e-05,1.2180384218662543e-10,4.6322591351667634e-14,9.324830949399499e-17,9.183694184090695e-11,1.555320396835837e-15,7.426492501497106e-17,0.0,0.0,0.0,0.0
img052,7.643588456573914e-12,8.174660517566773e-14,0.9999999999764126,0.9999999999809285,7.447723463999238e-05,4.938997943576396e-06,7.571741410528837e-11,3.424300872611989e-14,7.20445982535403e-17,8.10354000999474e-13,1.1952074804329147e-16,2.777733974132805e-17,0.0,0.0,0.0,0.0
img053,2.953803281321435e-11,1.873507293390366e-13,0.9999999999328497,0.999999999944154,0.00041475377407813326,0.00011671380323093416,2.9439441274078304e-10,1.6575471946287032e-13,7.408826615110326e-16,1.844781531646089e-12,7.429412254949682e-15,5.640857579419595e-16,0.0,-0.45790030546704474,0.0,-0.45790030546704474
img054,1.4232981033561537e-11,2.843451920068081e-12,0.9999999999772123,0.9999999994551474,0.000525165314433811,0.00024578913644598906,1.4091414187151864e-10,8.7802772607378e-14,1.2250759972079952e-15,2.81759033380782e-11,7.682003253856772e-15,1.0962876047987771e-15,0.0,0.0,0.0,0.0
img055,1.7386836333312263e-11,1.2116612252096514e-13,0.9999999999192395,0.9999999999601575,0.00014635829553370612,4.2240298934486365e-06,1.736380141075949e-10,1.6720514048278956e-13,6.718696386601019e-17,1.2131300979312865e-12,8.185238742326293e-17,2.97984629502122e-17,0.0,-0.2625943631149237,0.0,-0.023028484220067313
img056,1.9089148182465343e-11,1.0682124939173596e-11,0.99999999995398,0.9999999988866154,0.00023984490995527434,4.456373955421985e-05,1.9094064423606357e-10,8.247919421885487e-14,2.779806300251999e-16,1.0698000212582186e-10,2.3728660628444815e-15,1.7280150160020138e-16,0.0,-0.7365578568994581,0.0,-0.42992449389119974
img057,6.597168788134697e-11,1.0809109002661702e-12,0.9999999992868627,0.9999999996497748,0.00017109070424300345,1.661748943708111e-05,6.57228374580597e-10,1.3165255093563408e-13,2.1729104960216732e-16,1.0770678598727544e-11,1.1504794300225111e-15,1.1434487846080387e-16,0.0,-0.96803139252792,0.0,-0.19914251633922975
img058,1.3273815036020663e-10,1.1652656191107512e-12,0.9999999995818233,0.9999999996451306,0.0004750601520905404,4.068801691283247e-05,1.3217716573142964e-09,4.4399699445286296e-13,5.262757783188508e-16,1.1600935741346627e-11,4.2111292809217914e-15,2.6236409645630304e-16,0.0,-9.839870770607497,0.0,-2.067277663882466
img059,3.0899375326920964e-11,1.0202590406912438e-12,0.9999999986681184,0.9999999999570486,0.00036441700280593004,0.00017959873761000245,3.092696354258419e-10,7.317039312565433e-14,1.8589642435419276e-15,1.0163719138908208e-11,1.5086578248750767e-14,1.7228460513020604e-15,0.0,-0.1824688713928881,0.0,-0.10356282965767527
img060,7.353163439241303e-12,1.953789282210984e-13,0.9999999999848697,0.9999999999501336,0.0002404526431903392,0.0001139920676477005,7.284509313242211e-11,3.0127698190033744e-14,6.963141384674039e-16,1.926899221448595e-12,2.539566496226081e-15,6.060001735325502e-16,0.0,0.0,0.0,0.0
img061,1.5870166776522832e-11,1.038544806321049e-12,0.999999999960548,0.9999999998765099,0.0002687772948588465,6.44794933680232e-05,1.5660335285699797e-10,1.0272727738792496e-13,5.593046497923936e-16,1.0258271755149814e-11,2.5201706704818043e-15,4.194166800493144e-16,0.0,0.0,0.0,0.0
img062,4.318394159202417e-11,2.1386094251585114e-10,0.9999999996889795,0.9999999646180853,0.0005218498042557541,0.00016491669546263874,4.2775503924566423e-10,1.993643635571667e-13,1.7081556595510166e-15,2.1213098013628673e-09,1.5350514528581154e-14,1.2159416257409422e-15,0.0,-0.7696458780320384,0.0,-0.44532417596584395
img063,1.5034008665787319e-10,5.994847507359764e-10,0.9999999995055951,0.9999999015248364,0.0026439708007208323,0.00034884691838693924,1.5005392308970444e-09,1.3309236066997007e-12,2.4064852895323737e-15,6.002338706801532e-09,2.0388140840639327e-14,1.6157374201604133e-15,0.0,-16.516012590566895,0.0,-9.158955446568694
img064,1.1229582039700718e-11,5.6080553428911305e-14,0.9999999999650024,0.9999999999821687,0.00010975185225430248,2.4842419546761366e-05,1.112470936159673e-10,4.793734129368376e-14,1.4315052558290135e-16,5.509223263726918e-13,1.5988628832453175e-15,1.0371010005392284e-16,0.0,0.0,0.0,0.0
img065,4.8713072431773975e-12,3.400940118716873e-12,0.9999999999903003,0.9999999995885884,0.0001155577280245366,3.811272969975838e-05,4.821576152018769e-11,3.490084296357857e-14,1.494129702054311e-16,3.3727662077058876e-11,2.2635302473037845e-15,1.267213968157635e-16,0.0,0.0,0.0,0.0
img066,1.1047955222013463e-11,7.755001517880004e-11,0.9999999999775456,0.9999999896898398,0.0005047439486834803,0.0002739097092017432,1.1031055004778143e-10,5.258263279212351e-14,1.8803891574947134e-15,7.754696433277972e-10,6.768289693465635e-15,1.7048386347158773e-15,0.0,-0.44116774038893286,0.0,-0.24035710700977309
img067,2.33028566526444e-10,5.723138855677976e-12,0.9999999992560028,0.9999999999518425,0.0016568174140723705,0.00033443429931537423,2.305505488157979e-09,2.0123728250216633e-12,2.5817670169903165e-15,5.620734608619007e-11,1.860428933431666e-13,1.7439223827063679e-15,0.0,-14.64590779286412,0.0,-6.5393354866327975
img068,1.03426254831002e-11,2.3959620063692492e-14,0.9999999999609593,0.9999999999982034,0.00012439014406085005,9.796072435592578e-06,1.0263895982277124e-10,2.6408601768516508e-14,6.622488037073937e-17,2.3699876818558953e-13,2.6798987688704286e-16,2.6867892231113513e-17,0.0,-0.8401375328115134,0.0,-0.22237485384864109
img069,7.079813204160525e-12,3.37136081709329e-11,0.9999999999615917,0.999999994834856,0.00015445050056357747,5.378428709764451e-05,7.053462252387489e-11,2.3050020232332736e-14,1.1848750255903715e-16,3.3620566849800887e-10,2.067901535450122e-15,9.665629374516622e-17,0.0,0.0,0.0,0.0
img070,9.576038106783285e-12,3.160410241068837e-11,0.9999999999868561,0.9999999966406311,0.0006448545984996571,0.0004423994393282169,9.576413719908604e-11,4.4141208084032965e-14,2.2409726861596225e-15,3.1649586527825656e-10,8.683530524495583e-15,2.1537222358306743e-15,0.0,0.0,0.0,0.0
img071,2.1437212713134903e-12,1.679405050222332e-12,0.9999999999639771,0.9999999996906098,5.372621231272273e-05,1.7728575411745914e-05,2.144593580479952e-11,8.118372986595495e-15,6.95682699090948e-17,1.6818142913454507e-11,6.15961012021348e-16,5.006422144889321e-17,0.0,0.0,0.0,0.0
img072,1.437097741949683e-10,3.3885590654446734e-11,0.9999999997217884,0.9999999965399217,0.0016212530164557567,0.00022926248225770368,1.4223683352760304e-09,1.0505868090485685e-12,3.712887449927112e-15,3.360880805439569e-10,7.118788633359392e-15,2.3569953570214678e-15,0.0,-19.335132901827553,0.0,-4.148955177301401
img073,1.1005980319682935e-10,1.0700181557902219e-10,0.9999999997777291,0.9999999910177988,0.0024716561399466355,0.0010547847748493414,1.0942858868241081e-09,1.5215869035353685e-12,4.640835341375615e-15,1.0667192732064063e-09,5.340375423997855e-13,4.166127107470522e-15,0.0,-10.797865033283086,0.0,-7.274812499282331
img074,1.2356561459904984e-11,1.0643897459183083e-12,0.9999999999049424,0.9999999996815488,0.00027457312568114167,9.97893386866308e-05,1.2242113327966238e-10,4.8522830158010006e-14,6.707386017234853e-16,1.0541834466438275e-11,4.476239445633893e-15,4.954533869769277e-16,0.0,-0.008245445910169753,0.0,-0.008245445910169753
img075,3.725325035261095e-12,9.740069122534911e-13,0.9999999999867029,0.9999999998228608,3.578676279133141e-05,4.982679614363486e-06,3.692259455434562e-11,1.0073341897759262e-14,5.581344953639585e-17,9.661051545957617e-12,1.0174093910866104e-16,2.8083686447414926e-17,0.0,0.0,0.0,0.0
img076,7.341207507982125e-11,1.6054321300455704e-11,0.9999999998377559,0.999999998920378,0.0008495989209480108,0.0003260836644630788,7.251982259731655e-10,6.103341118188923e-13,1.151531605288929e-15,1.5868032357843437e-10,1.0214903570728277e-13,1.0294115710918226e-15,0.0,-4.234900358362706,0.0,-1.8402108974175144
